RequestID,System,Category,ManufacturerPreference,ProductFamily,RequestedPart,MLFBOrSearchKey,PartSelection,Priority,ThreeDModel,TwoDDrawing,IECSymbol,NFPAJICSymbol,TerminalPinMap,ElectricalMacro,CableWorkbenchAsset,SourceURL,SourceBasis,VerificationStatus,DownloadStatus,Notes
CAD-0236,Process instrumentation,Pressure,Siemens,SITRANS pressure,Gauge-pressure configuration,Siemens Gauge-pressure configuration,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0237,Process instrumentation,Pressure,Siemens,SITRANS pressure,Absolute-pressure configuration,Siemens Absolute-pressure configuration,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0238,Process instrumentation,Pressure,Siemens,SITRANS pressure,Differential-pressure configuration,Siemens Differential-pressure configuration,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0239,Process instrumentation,Pressure,Siemens,SITRANS pressure,Flush-diaphragm configuration,Siemens Flush-diaphragm configuration,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0240,Process instrumentation,Pressure,Siemens,SITRANS pressure,Three- or five-valve manifold,Siemens Three- or five-valve manifold,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0241,Process instrumentation,Pressure,Siemens,SITRANS pressure,Root valve,Siemens Root valve,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0242,Process instrumentation,Pressure,Siemens,SITRANS pressure,Impulse tubing and fittings,Siemens Impulse tubing and fittings,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0243,Process instrumentation,Pressure,Siemens,SITRANS pressure,Pressure-transmitter mounting bracket,Siemens Pressure-transmitter mounting bracket,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Configure range, pressure type, wetted material, process connection, 4-20 mA/HART, enclosure, approvals, and SIL needs."
CAD-0244,Process instrumentation,4-20 mA loop accessory,Siemens,24 VDC two-wire 4-20 mA loop,24 VDC loop power source,24 VDC loop power source,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0245,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Fused/electronically protected distribution terminal,Fused/electronically protected distribution terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0246,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Disconnect/test terminal,Disconnect/test terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0247,Process instrumentation,4-20 mA loop accessory,Siemens,24 VDC two-wire 4-20 mA loop,Analog input module,Analog input module,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,https://www.siemens.com/cax,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0248,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Shielded twisted-pair cable,Shielded twisted-pair cable,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0249,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Shield clamp and grounding point,Shield clamp and grounding point,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0250,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Cable gland or cord grip,Cable gland or cord grip,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0251,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Loop surge protector,Loop surge protector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0252,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Galvanic isolator,Galvanic isolator,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0253,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Field junction box,Field junction box,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0254,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Terminal markers,Terminal markers,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0255,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Wire markers,Wire markers,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0256,Process instrumentation,4-20 mA loop accessory,Vendor neutral,24 VDC two-wire 4-20 mA loop,Ferrules,Ferrules,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Interpretation of user request: 24 VDC-powered, 4-20 mA temperature/pressure loop."
CAD-0257,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Galvanized industrial outlet box,Galvanized industrial outlet box,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0258,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Industrial receptacle,Industrial receptacle,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0259,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Weatherproof cover,Weatherproof cover,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0260,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,GFCI protection,GFCI protection,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0261,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Branch circuit breaker,Branch circuit breaker,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0262,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Equipment-ground terminal,Equipment-ground terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0263,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Neutral terminal,Neutral terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0264,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,DIN-rail grounding block,DIN-rail grounding block,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0265,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Cable gland or conduit hub,Cable gland or conduit hub,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0266,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Rigid conduit fitting,Rigid conduit fitting,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0267,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Flexible conduit fitting,Flexible conduit fitting,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0268,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Cord connector,Cord connector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0269,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Voltage/warning label,Voltage/warning label,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0270,Panel auxiliary power,Industrial power outlet assembly,Vendor neutral,Project-selected galvanized outlet assembly,Mounting hardware,Mounting hardware,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Not applicable,,User-requested library scope,Unselected; exact order number must be configured,Not started,"Select voltage, ampacity, NEMA/IEC configuration, grounding, environmental rating, SCCR, and applicable code profile."
CAD-0271,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Insulated single-wire ferrule,Insulated single-wire ferrule,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0272,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Twin ferrule,Twin ferrule,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0273,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Long-barrel ferrule,Long-barrel ferrule,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0274,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Ferrule assortment by conductor size,Ferrule assortment by conductor size,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0275,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Ratcheting ferrule crimp tool,Ratcheting ferrule crimp tool,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0276,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Ring terminal,Ring terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0277,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Fork terminal,Fork terminal,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0278,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Large-conductor cable lug,Large-conductor cable lug,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0279,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Heat-shrink marker,Heat-shrink marker,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0280,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Shield termination clamp,Shield termination clamp,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0281,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Cord grip/cable gland,Cord grip/cable gland,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0282,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,RJ45 connector,RJ45 connector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0283,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,M12 connector,M12 connector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0284,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,D-sub connector,D-sub connector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
CAD-0285,Panel wiring,Termination and connector,Vendor neutral,Project-approved termination system,Removable terminal connector,Removable terminal connector,Configuration required,1,Required,Required,Required,Required,Required,Download if available,Required,,User-requested library scope,Unselected; exact order number must be configured,Not started,"No bare stranded-wire termination. Confirm ferrule/terminal/tool listing, conductor range, strip length, and twin-ferrule allowance."
